Epoch,learning rate,training loss,training mtt::LPS RMSE (per atom),training mtt::LPS MAE (per atom),training forces[mtt::LPS] RMSE,training forces[mtt::LPS] MAE,validation loss,validation mtt::LPS RMSE (per atom),validation mtt::LPS MAE (per atom),validation forces[mtt::LPS] RMSE,validation forces[mtt::LPS] MAE
,,,meV,meV,meV/A,meV/A,,meV,meV,meV/A,meV/A
 792,1.250e-06,2.170e+00,   8.8,   6.2, 101.6,  57.6,1.216e-01,  15.8,   6.3, 106.6,  59.0
 793,1.250e-06,2.137e+00,   8.8,   6.1, 101.6,  57.5,1.214e-01,  15.6,   6.9, 106.7,  59.0
 794,1.250e-06,2.162e+00,   8.7,   6.1, 101.6,  57.5,1.216e-01,  15.7,   6.4, 106.7,  59.0
 795,1.250e-06,2.145e+00,   8.7,   6.1, 101.5,  57.5,1.216e-01,  15.5,   7.0, 106.7,  59.1
 796,1.250e-06,2.151e+00,   8.6,   6.1, 101.5,  57.5,1.216e-01,  15.6,   6.9, 106.7,  59.0
 797,1.250e-06,2.165e+00,   8.6,   6.1, 101.5,  57.5,1.217e-01,  15.7,   6.6, 106.7,  59.0
 798,1.250e-06,2.148e+00,   8.7,   6.1, 101.4,  57.5,1.216e-01,  15.6,   7.0, 106.7,  59.0
 799,1.250e-06,2.172e+00,   8.8,   6.2, 101.6,  57.5,1.221e-01,  16.5,   6.9, 106.8,  59.1
 800,1.250e-06,2.204e+00,   8.8,   6.1, 101.5,  57.5,1.216e-01,  15.9,   6.2, 106.7,  59.1
 801,1.250e-06,2.179e+00,   8.7,   6.0, 101.5,  57.5,1.215e-01,  15.6,   6.7, 106.7,  59.1
 802,1.250e-06,2.127e+00,   8.6,   6.0, 101.6,  57.5,1.217e-01,  15.7,   6.7, 106.7,  59.1
 803,1.250e-06,2.156e+00,   8.7,   6.1, 101.5,  57.5,1.215e-01,  15.8,   7.5, 106.7,  59.0
 804,1.250e-06,2.143e+00,   8.8,   6.2, 101.5,  57.5,1.215e-01,  15.8,   7.9, 106.7,  59.0
 805,1.250e-06,2.175e+00,   8.7,   6.1, 101.6,  57.5,1.217e-01,  15.8,   6.2, 106.7,  59.1
 806,1.250e-06,2.232e+00,   8.6,   6.1, 101.6,  57.5,1.216e-01,  15.6,   6.7, 106.7,  59.0
 807,1.250e-06,2.192e+00,   8.8,   6.2, 101.5,  57.5,1.216e-01,  15.7,   6.3, 106.7,  59.0
 808,1.250e-06,2.162e+00,   8.6,   6.1, 101.6,  57.6,1.217e-01,  15.7,   7.0, 106.8,  59.1
 809,1.250e-06,2.184e+00,   8.6,   6.0, 101.6,  57.5,1.214e-01,  15.6,   6.9, 106.6,  59.0
 810,1.250e-06,2.158e+00,   8.6,   6.0, 101.5,  57.5,1.215e-01,  15.6,   7.1, 106.6,  59.0
 811,1.250e-06,2.176e+00,   8.6,   6.0, 101.5,  57.5,1.214e-01,  15.5,   6.9, 106.6,  59.0
 812,1.250e-06,2.125e+00,   8.6,   6.0, 101.4,  57.5,1.215e-01,  15.7,   6.5, 106.7,  59.0
 813,1.250e-06,2.215e+00,   8.6,   6.1, 101.4,  57.5,1.215e-01,  15.6,   6.3, 106.7,  59.1
 814,1.250e-06,2.150e+00,   8.7,   6.1, 101.5,  57.5,1.214e-01,  15.5,   6.5, 106.6,  59.0
 815,1.250e-06,2.177e+00,   8.6,   6.1, 101.5,  57.5,1.217e-01,  15.7,   6.4, 106.7,  59.1
 816,1.250e-06,2.176e+00,   8.7,   6.1, 101.5,  57.5,1.215e-01,  15.7,   7.3, 106.7,  59.0
 817,1.250e-06,2.152e+00,   8.6,   6.0, 101.5,  57.5,1.215e-01,  15.8,   7.8, 106.6,  59.0
 818,1.250e-06,2.180e+00,   8.8,   6.2, 101.5,  57.5,1.215e-01,  15.7,   6.3, 106.6,  59.0
 819,1.250e-06,2.189e+00,   8.8,   6.1, 101.4,  57.5,1.214e-01,  15.7,   7.6, 106.6,  59.0
 820,1.250e-06,2.154e+00,   8.6,   6.0, 101.5,  57.5,1.213e-01,  15.6,   6.9, 106.6,  59.0
 821,1.250e-06,2.197e+00,   8.7,   6.1, 101.5,  57.5,1.214e-01,  15.7,   6.9, 106.6,  58.9
 822,1.250e-06,2.149e+00,   8.7,   6.1, 101.5,  57.5,1.217e-01,  15.9,   6.2, 106.7,  59.1
 823,1.250e-06,2.167e+00,   8.6,   6.0, 101.5,  57.5,1.215e-01,  15.6,   6.6, 106.7,  59.0
 824,1.250e-06,2.147e+00,   8.6,   6.0, 101.5,  57.5,1.214e-01,  15.6,   6.9, 106.7,  59.0
 825,1.250e-06,2.181e+00,   8.6,   6.0, 101.4,  57.4,1.215e-01,  15.7,   6.7, 106.7,  59.0
 826,1.250e-06,2.130e+00,   8.6,   6.0, 101.4,  57.5,1.213e-01,  15.5,   6.7, 106.6,  59.0
 827,1.250e-06,2.164e+00,   8.7,   6.1, 101.5,  57.5,1.216e-01,  16.1,   8.6, 106.7,  59.0
 828,1.250e-06,2.166e+00,   8.7,   6.1, 101.4,  57.5,1.215e-01,  15.7,   6.9, 106.7,  59.0
 829,1.250e-06,2.153e+00,   9.0,   6.3, 101.5,  57.5,1.216e-01,  15.6,   7.1, 106.7,  59.0
 830,1.250e-06,2.161e+00,   8.7,   6.1, 101.3,  57.5,1.214e-01,  15.6,   7.1, 106.6,  59.0
 831,1.250e-06,2.157e+00,   8.7,   6.2, 101.5,  57.5,1.217e-01,  16.3,   6.6, 106.7,  59.0
 832,1.250e-06,2.161e+00,   8.7,   6.1, 101.5,  57.5,1.216e-01,  15.7,   6.4, 106.7,  59.0
 833,1.250e-06,2.132e+00,   8.6,   6.0, 101.5,  57.5,1.214e-01,  15.6,   6.9, 106.7,  59.0
 834,1.250e-06,2.177e+00,   8.7,   6.1, 101.4,  57.5,1.212e-01,  15.5,   6.6, 106.6,  59.0
 835,1.250e-06,2.125e+00,   8.6,   6.0, 101.5,  57.5,1.213e-01,  15.5,   6.7, 106.7,  59.0
 836,1.250e-06,2.157e+00,   8.6,   6.0, 101.4,  57.5,1.214e-01,  15.6,   6.3, 106.7,  59.0
 837,1.250e-06,2.135e+00,   8.7,   6.1, 101.5,  57.5,1.214e-01,  15.6,   6.5, 106.7,  59.0
 838,1.250e-06,2.171e+00,   8.7,   6.1, 101.4,  57.5,1.216e-01,  15.9,   6.3, 106.7,  59.0
 839,1.250e-06,2.167e+00,   8.7,   6.1, 101.4,  57.5,1.213e-01,  15.5,   7.4, 106.7,  59.0
 840,1.250e-06,2.158e+00,   8.7,   6.1, 101.3,  57.5,1.214e-01,  15.7,   7.0, 106.6,  59.0
 841,1.250e-06,2.183e+00,   8.7,   6.1, 101.5,  57.4,1.215e-01,  15.7,   6.3, 106.7,  59.0
 842,1.250e-06,2.172e+00,   8.7,   6.1, 101.5,  57.5,1.214e-01,  15.6,   6.3, 106.6,  59.0
 843,1.250e-06,2.145e+00,   8.6,   6.0, 101.4,  57.5,1.214e-01,  15.6,   6.4, 106.7,  59.0
 844,1.250e-06,2.168e+00,   8.6,   6.0, 101.3,  57.4,1.214e-01,  15.6,   6.7, 106.7,  59.0
 845,1.250e-06,2.149e+00,   8.6,   6.0, 101.4,  57.5,1.214e-01,  15.7,   6.6, 106.6,  58.9
 846,1.250e-06,2.143e+00,   8.8,   6.2, 101.3,  57.4,1.213e-01,  15.6,   6.7, 106.6,  59.0
 847,1.250e-06,2.158e+00,   8.6,   6.1, 101.5,  57.4,1.214e-01,  15.8,   6.2, 106.6,  59.0
 848,1.250e-06,2.154e+00,   8.7,   6.1, 101.3,  57.5,1.214e-01,  15.6,   7.0, 106.6,  59.0
 849,1.250e-06,2.133e+00,   8.7,   6.1, 101.3,  57.5,1.215e-01,  15.9,   6.2, 106.7,  59.0
 850,1.250e-06,2.131e+00,   8.6,   6.0, 101.4,  57.5,1.214e-01,  15.7,   6.3, 106.6,  58.9
 851,1.250e-06,2.145e+00,   8.7,   6.1, 101.4,  57.5,1.213e-01,  15.7,   6.7, 106.6,  58.9
 852,1.250e-06,2.104e+00,   8.7,   6.1, 101.3,  57.4,1.214e-01,  15.6,   6.6, 106.7,  59.0
 853,1.250e-06,2.140e+00,   8.7,   6.1, 101.4,  57.5,1.214e-01,  15.9,   6.3, 106.6,  59.0
 854,1.250e-06,2.161e+00,   8.8,   6.2, 101.4,  57.5,1.214e-01,  15.6,   7.0, 106.7,  59.0
 855,1.250e-06,2.156e+00,   8.7,   6.1, 101.3,  57.4,1.214e-01,  15.9,   6.2, 106.6,  58.9
 856,1.250e-06,2.145e+00,   8.7,   6.1, 101.4,  57.4,1.214e-01,  15.6,   6.2, 106.6,  59.0
 857,1.250e-06,2.105e+00,   8.6,   6.1, 101.3,  57.4,1.214e-01,  15.8,   6.2, 106.6,  58.9
 858,1.250e-06,2.123e+00,   8.6,   6.0, 101.3,  57.4,1.215e-01,  16.1,   6.3, 106.6,  59.0
 859,1.250e-06,2.143e+00,   8.7,   6.1, 101.4,  57.5,1.215e-01,  15.6,   7.1, 106.7,  59.0
 860,1.250e-06,2.175e+00,   8.8,   6.2, 101.3,  57.5,1.212e-01,  15.6,   7.2, 106.6,  58.9
 861,1.250e-06,2.193e+00,   8.6,   6.0, 101.4,  57.4,1.213e-01,  15.8,   6.3, 106.6,  58.9
 862,1.250e-06,2.101e+00,   8.7,   6.1, 101.3,  57.4,1.216e-01,  16.0,   6.3, 106.6,  59.0
 863,1.250e-06,2.210e+00,   8.8,   6.1, 101.4,  57.4,1.212e-01,  15.5,   6.9, 106.6,  59.0
 864,1.250e-06,2.152e+00,   8.6,   6.0, 101.4,  57.4,1.213e-01,  15.7,   7.6, 106.6,  58.9
 865,1.250e-06,2.171e+00,   8.8,   6.2, 101.3,  57.4,1.212e-01,  15.7,   6.4, 106.5,  59.0
 866,1.250e-06,2.122e+00,   8.6,   6.1, 101.3,  57.4,1.211e-01,  15.5,   7.0, 106.6,  58.9
 867,1.250e-06,2.154e+00,   8.6,   6.1, 101.3,  57.4,1.212e-01,  15.5,   7.1, 106.6,  59.0
 868,1.250e-06,2.162e+00,   8.7,   6.1, 101.4,  57.4,1.215e-01,  15.7,   7.2, 106.7,  58.9
 869,1.250e-06,2.127e+00,   8.7,   6.1, 101.2,  57.4,1.216e-01,  16.3,   6.6, 106.6,  59.0
 870,1.250e-06,2.152e+00,   8.8,   6.2, 101.4,  57.4,1.212e-01,  15.7,   8.0, 106.5,  59.0
 871,1.250e-06,2.106e+00,   8.7,   6.1, 101.3,  57.4,1.213e-01,  15.5,   7.1, 106.6,  58.9
 872,1.250e-06,2.173e+00,   8.7,   6.1, 101.3,  57.4,1.212e-01,  15.7,   7.9, 106.5,  58.9
 873,1.250e-06,2.191e+00,   8.7,   6.1, 101.4,  57.5,1.213e-01,  15.8,   6.3, 106.6,  58.9
 874,1.250e-06,2.126e+00,   8.9,   6.2, 101.3,  57.3,1.212e-01,  15.6,   6.5, 106.6,  59.0
 875,1.250e-06,2.132e+00,   8.7,   6.1, 101.3,  57.5,1.212e-01,  15.7,   7.3, 106.6,  58.9
 876,1.250e-06,2.147e+00,   8.6,   6.0, 101.4,  57.4,1.212e-01,  15.6,   6.4, 106.6,  58.9
 877,1.250e-06,2.174e+00,   8.7,   6.1, 101.3,  57.4,1.213e-01,  15.6,   7.0, 106.6,  58.9
 878,1.250e-06,2.163e+00,   8.6,   6.0, 101.3,  57.4,1.212e-01,  15.6,   6.9, 106.6,  58.9
 879,1.250e-06,2.155e+00,   8.8,   6.2, 101.4,  57.3,1.213e-01,  15.7,   7.0, 106.6,  58.9
 880,1.250e-06,2.206e+00,   8.8,   6.2, 101.2,  57.4,1.212e-01,  15.6,   7.1, 106.5,  58.9
 881,1.250e-06,2.143e+00,   8.7,   6.0, 101.2,  57.4,1.213e-01,  15.7,   6.2, 106.6,  59.1
 882,1.250e-06,2.153e+00,   8.6,   6.1, 101.2,  57.4,1.212e-01,  15.8,   7.8, 106.5,  58.9
 883,1.250e-06,2.131e+00,   8.9,   6.3, 101.3,  57.4,1.213e-01,  15.7,   6.2, 106.6,  59.0
 884,1.250e-06,2.155e+00,   8.7,   6.1, 101.2,  57.3,1.212e-01,  15.7,   7.2, 106.5,  59.0
 885,1.250e-06,2.195e+00,   8.6,   6.1, 101.2,  57.4,1.213e-01,  15.7,   7.6, 106.6,  59.0
 886,1.250e-06,2.164e+00,   8.6,   6.0, 101.2,  57.4,1.211e-01,  15.7,   6.3, 106.5,  58.9
 887,1.250e-06,2.149e+00,   8.7,   6.1, 101.2,  57.4,1.215e-01,  16.0,   6.3, 106.6,  59.0
 888,1.250e-06,2.196e+00,   8.7,   6.1, 101.4,  57.4,1.211e-01,  15.7,   7.0, 106.5,  58.9
 889,1.250e-06,2.181e+00,   8.7,   6.1, 101.2,  57.4,1.212e-01,  15.6,   7.0, 106.6,  58.9
 890,1.250e-06,2.209e+00,   8.7,   6.1, 101.3,  57.4,1.212e-01,  15.8,   6.2, 106.5,  58.9
 891,1.250e-06,2.149e+00,   8.8,   6.1, 101.3,  57.4,1.213e-01,  16.0,   6.3, 106.5,  58.9
 892,1.250e-06,2.076e+00,   8.9,   6.3, 100.9,  57.3,1.211e-01,  15.6,   7.1, 106.5,  58.9
 893,1.250e-06,2.138e+00,   8.6,   6.0, 101.3,  57.4,1.211e-01,  15.7,   7.6, 106.5,  58.9
 894,1.250e-06,2.163e+00,   8.7,   6.0, 101.3,  57.4,1.211e-01,  15.8,   8.1, 106.5,  58.9
 895,1.250e-06,2.152e+00,   8.6,   6.0, 101.2,  57.4,1.211e-01,  15.6,   7.0, 106.5,  58.9
 896,1.250e-06,2.155e+00,   8.6,   6.0, 101.2,  57.3,1.211e-01,  15.6,   7.2, 106.5,  58.9
 897,1.250e-06,2.158e+00,   8.8,   6.1, 101.2,  57.3,1.212e-01,  15.7,   6.5, 106.6,  58.9
 898,1.250e-06,2.173e+00,   8.7,   6.1, 101.3,  57.4,1.210e-01,  15.7,   7.0, 106.5,  58.9
 899,1.250e-06,2.143e+00,   8.6,   6.0, 101.3,  57.3,1.212e-01,  15.7,   6.7, 106.5,  58.9
 900,1.250e-06,2.207e+00,   8.8,   6.2, 101.3,  57.4,1.210e-01,  15.6,   7.5, 106.5,  58.9
 901,1.250e-06,2.130e+00,   8.7,   6.1, 101.2,  57.4,1.211e-01,  15.6,   7.1, 106.6,  58.9
 902,1.250e-06,2.190e+00,   8.7,   6.1, 101.1,  57.4,1.211e-01,  15.6,   6.8, 106.5,  58.9
 903,1.250e-06,2.149e+00,   8.6,   6.0, 101.2,  57.3,1.211e-01,  15.6,   6.5, 106.5,  58.9
 904,1.250e-06,2.151e+00,   8.6,   6.0, 101.3,  57.3,1.211e-01,  15.7,   7.8, 106.5,  59.0
 905,1.250e-06,2.165e+00,   8.7,   6.1, 101.2,  57.3,1.210e-01,  15.6,   7.1, 106.5,  58.9
 906,1.250e-06,2.145e+00,   8.8,   6.1, 101.1,  57.4,1.210e-01,  15.7,   7.7, 106.5,  58.9
 907,1.250e-06,2.196e+00,   8.7,   6.1, 101.3,  57.4,1.209e-01,  15.6,   7.3, 106.5,  58.9
 908,1.250e-06,2.153e+00,   8.6,   6.0, 101.2,  57.4,1.210e-01,  15.6,   6.5, 106.5,  58.9
 909,1.250e-06,2.170e+00,   8.8,   6.2, 101.3,  57.3,1.209e-01,  15.6,   6.8, 106.5,  58.8
 910,1.250e-06,2.158e+00,   8.7,   6.1, 101.2,  57.3,1.212e-01,  15.8,   6.2, 106.5,  58.9
 911,1.250e-06,2.128e+00,   8.6,   6.0, 101.1,  57.4,1.212e-01,  15.7,   6.2, 106.6,  59.0
 912,1.250e-06,2.167e+00,   8.7,   6.2, 101.1,  57.3,1.210e-01,  15.6,   6.6, 106.5,  58.9
 913,1.250e-06,2.124e+00,   8.7,   6.0, 101.1,  57.4,1.215e-01,  16.5,   6.9, 106.5,  58.9
 914,1.250e-06,2.168e+00,   8.7,   6.1, 101.2,  57.3,1.212e-01,  15.9,   6.2, 106.5,  58.9
 915,1.250e-06,2.170e+00,   8.7,   6.0, 101.1,  57.3,1.212e-01,  15.8,   6.7, 106.5,  58.9
 916,1.250e-06,2.168e+00,   8.7,   6.1, 101.3,  57.3,1.210e-01,  15.7,   6.3, 106.5,  58.9
 917,1.250e-06,2.166e+00,   8.5,   6.0, 101.2,  57.3,1.213e-01,  16.3,   6.5, 106.5,  58.9
 918,1.250e-06,2.117e+00,   8.7,   6.1, 101.2,  57.3,1.215e-01,  16.3,   6.5, 106.5,  58.9
 919,1.250e-06,2.163e+00,   8.6,   6.0, 101.2,  57.3,1.211e-01,  15.6,   7.0, 106.5,  58.9
 920,1.250e-06,2.162e+00,   8.6,   6.0, 101.2,  57.3,1.212e-01,  15.9,   6.3, 106.5,  58.9
 921,1.250e-06,2.206e+00,   8.7,   6.1, 101.2,  57.3,1.212e-01,  15.9,   6.3, 106.5,  59.0
 922,1.250e-06,2.167e+00,   8.6,   6.1, 101.1,  57.4,1.209e-01,  15.6,   6.5, 106.4,  58.8
 923,1.250e-06,2.176e+00,   8.7,   6.1, 101.2,  57.3,1.211e-01,  15.7,   6.4, 106.5,  58.9
 924,1.250e-06,2.186e+00,   8.8,   6.1, 101.2,  57.4,1.210e-01,  15.9,   7.7, 106.4,  58.8
 925,1.250e-06,2.197e+00,   8.7,   6.1, 101.1,  57.3,1.214e-01,  16.2,   9.2, 106.5,  58.9
 926,1.250e-06,2.154e+00,   8.8,   6.2, 101.1,  57.4,1.211e-01,  15.7,   6.7, 106.5,  58.8
 927,1.250e-06,2.131e+00,   8.7,   6.1, 101.1,  57.3,1.211e-01,  16.0,   8.6, 106.5,  58.8
 928,1.250e-06,2.156e+00,   8.7,   6.1, 101.2,  57.3,1.211e-01,  15.7,   6.5, 106.5,  58.9
 929,1.250e-06,2.153e+00,   8.7,   6.1, 101.1,  57.3,1.212e-01,  15.7,   7.0, 106.6,  58.9
 930,1.250e-06,2.164e+00,   8.6,   6.0, 101.2,  57.3,1.210e-01,  15.6,   6.9, 106.5,  58.9
 931,1.250e-06,2.079e+00,   8.7,   6.1, 101.2,  57.3,1.211e-01,  15.7,   6.2, 106.5,  58.9
 932,1.250e-06,2.120e+00,   8.6,   6.0, 101.1,  57.3,1.211e-01,  15.6,   6.6, 106.6,  58.9
 933,1.250e-06,2.111e+00,   8.6,   6.0, 101.1,  57.3,1.212e-01,  16.1,   8.8, 106.5,  58.9
 934,1.250e-06,2.168e+00,   8.7,   6.1, 101.0,  57.3,1.210e-01,  15.7,   6.6, 106.5,  58.9
 935,1.250e-06,2.131e+00,   8.8,   6.1, 101.2,  57.4,1.210e-01,  15.6,   7.2, 106.5,  58.9
 936,1.250e-06,2.139e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.7,   6.4, 106.5,  58.9
 937,1.250e-06,2.175e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.7,   6.3, 106.5,  58.9
 938,1.250e-06,2.128e+00,   8.7,   6.1, 101.2,  57.4,1.210e-01,  15.7,   6.4, 106.5,  58.8
 939,1.250e-06,2.153e+00,   8.6,   6.0, 101.1,  57.4,1.209e-01,  15.6,   7.2, 106.5,  58.8
 940,1.250e-06,2.150e+00,   8.7,   6.1, 101.2,  57.3,1.211e-01,  15.7,   6.6, 106.5,  58.8
 941,1.250e-06,2.170e+00,   8.6,   6.1, 101.2,  57.4,1.211e-01,  15.6,   7.1, 106.6,  58.9
 942,1.250e-06,2.161e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.7,   6.3, 106.5,  58.8
 943,1.250e-06,2.171e+00,   8.7,   6.1, 101.0,  57.2,1.213e-01,  16.0,   6.3, 106.5,  58.9
 944,1.250e-06,2.159e+00,   8.6,   6.0, 101.1,  57.3,1.209e-01,  15.9,   8.1, 106.4,  58.8
 945,1.250e-06,2.095e+00,   8.8,   6.2, 101.2,  57.3,1.214e-01,  16.2,   6.5, 106.5,  59.0
 946,1.250e-06,2.187e+00,   8.7,   6.1, 101.1,  57.3,1.209e-01,  15.6,   6.7, 106.4,  58.8
 947,1.250e-06,2.121e+00,   8.7,   6.1, 101.1,  57.3,1.210e-01,  15.7,   6.6, 106.5,  58.8
 948,1.250e-06,2.177e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.8,   6.3, 106.5,  58.8
 949,1.250e-06,2.127e+00,   8.7,   6.0, 101.0,  57.3,1.213e-01,  16.1,   6.3, 106.5,  58.9
 950,1.250e-06,2.133e+00,   8.7,   6.0, 101.1,  57.3,1.211e-01,  15.9,   6.4, 106.5,  58.9
 951,1.250e-06,2.176e+00,   8.8,   6.1, 101.1,  57.3,1.211e-01,  15.7,   6.5, 106.5,  58.9
 952,1.250e-06,2.160e+00,   8.6,   6.1, 101.1,  57.4,1.209e-01,  15.6,   6.6, 106.4,  58.9
 953,1.250e-06,2.174e+00,   8.6,   6.0, 101.0,  57.2,1.208e-01,  15.5,   7.0, 106.4,  58.9
 954,1.250e-06,2.122e+00,   8.6,   6.0, 101.0,  57.2,1.211e-01,  15.9,   6.3, 106.4,  58.9
 955,1.250e-06,2.172e+00,   8.7,   6.1, 101.0,  57.3,1.209e-01,  15.6,   6.4, 106.4,  58.9
 956,1.250e-06,2.137e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.6,   6.8, 106.5,  58.8
 957,1.250e-06,2.180e+00,   8.6,   6.0, 101.0,  57.2,1.208e-01,  15.6,   7.4, 106.4,  58.8
 958,1.250e-06,2.209e+00,   8.5,   6.0, 101.1,  57.3,1.208e-01,  15.6,   6.7, 106.4,  58.8
 959,1.250e-06,2.133e+00,   8.6,   6.0, 101.2,  57.3,1.211e-01,  15.9,   6.3, 106.5,  58.9
 960,1.250e-06,2.128e+00,   8.6,   6.0, 101.0,  57.2,1.211e-01,  15.8,   6.7, 106.5,  58.8
 961,1.250e-06,2.157e+00,   8.6,   6.0, 101.0,  57.3,1.209e-01,  15.7,   6.7, 106.4,  58.8
 962,1.250e-06,2.155e+00,   8.9,   6.2, 101.1,  57.3,1.210e-01,  15.7,   6.5, 106.5,  58.8
 963,1.250e-06,2.151e+00,   8.7,   6.1, 101.0,  57.3,1.215e-01,  17.0,   7.6, 106.5,  58.9
 964,1.250e-06,2.150e+00,   8.6,   5.9, 101.1,  57.3,1.210e-01,  16.0,   8.5, 106.4,  58.9
 965,1.250e-06,2.154e+00,   8.6,   6.0, 101.1,  57.3,1.209e-01,  15.7,   6.8, 106.4,  58.8
 966,1.250e-06,2.136e+00,   8.6,   6.0, 101.0,  57.3,1.208e-01,  15.6,   6.8, 106.4,  58.8
 967,1.250e-06,2.163e+00,   8.7,   6.1, 101.0,  57.3,1.206e-01,  15.5,   7.3, 106.4,  58.8
 968,1.250e-06,2.145e+00,   8.6,   6.0, 101.1,  57.3,1.207e-01,  15.6,   7.4, 106.4,  58.8
 969,1.250e-06,2.137e+00,   8.6,   6.0, 101.1,  57.3,1.208e-01,  15.6,   7.0, 106.4,  58.8
 970,1.250e-06,2.213e+00,   8.6,   6.0, 100.9,  57.3,1.210e-01,  15.9,   8.3, 106.5,  58.8
 971,1.250e-06,2.175e+00,   8.6,   6.0, 101.1,  57.3,1.210e-01,  15.8,   6.6, 106.5,  58.8
 972,1.250e-06,2.183e+00,   8.6,   6.0, 101.0,  57.2,1.209e-01,  15.8,   6.5, 106.4,  58.8
 973,1.250e-06,2.118e+00,   8.7,   6.1, 101.1,  57.2,1.208e-01,  15.6,   7.2, 106.4,  58.9
 974,1.250e-06,2.156e+00,   8.6,   6.1, 101.1,  57.3,1.208e-01,  15.7,   7.3, 106.4,  58.8
 975,1.250e-06,2.160e+00,   8.8,   6.1, 101.0,  57.3,1.210e-01,  15.9,   6.2, 106.4,  58.9
 976,1.250e-06,2.154e+00,   8.6,   6.0, 101.0,  57.3,1.208e-01,  15.6,   7.2, 106.4,  58.8
 977,1.250e-06,2.142e+00,   8.8,   6.2, 101.0,  57.2,1.209e-01,  15.8,   6.4, 106.5,  58.8
 978,1.250e-06,2.180e+00,   8.5,   5.9, 101.0,  57.3,1.208e-01,  15.6,   7.2, 106.4,  58.8
 979,1.250e-06,2.119e+00,   8.8,   6.1, 101.0,  57.3,1.210e-01,  15.8,   6.2, 106.5,  58.9
 980,1.250e-06,2.115e+00,   8.7,   6.1, 101.0,  57.3,1.209e-01,  15.8,   6.2, 106.4,  58.8
 981,1.250e-06,2.146e+00,   8.6,   6.0, 101.0,  57.2,1.211e-01,  16.1,   6.3, 106.4,  58.9
 982,1.250e-06,2.136e+00,   8.7,   6.1, 101.0,  57.2,1.207e-01,  15.5,   6.8, 106.4,  58.8
 983,1.250e-06,2.142e+00,   8.5,   6.0, 101.0,  57.2,1.208e-01,  15.8,   6.2, 106.4,  58.9
 984,1.250e-06,2.127e+00,   8.6,   6.0, 100.8,  57.2,1.209e-01,  15.7,   6.2, 106.4,  58.8
 985,1.250e-06,2.150e+00,   8.6,   6.0, 101.0,  57.3,1.207e-01,  15.6,   7.4, 106.4,  58.8
 986,1.250e-06,2.148e+00,   8.7,   6.1, 100.9,  57.3,1.209e-01,  15.7,   6.5, 106.4,  58.8
 987,1.250e-06,2.167e+00,   8.6,   6.0, 101.0,  57.2,1.209e-01,  16.0,   8.6, 106.4,  58.8
 988,1.250e-06,2.131e+00,   8.7,   6.1, 100.9,  57.2,1.208e-01,  15.7,   6.3, 106.4,  58.8
 989,1.250e-06,2.118e+00,   8.7,   6.1, 100.8,  57.2,1.210e-01,  15.7,   6.9, 106.5,  58.8
 990,1.250e-06,2.179e+00,   8.6,   6.1, 101.0,  57.3,1.209e-01,  15.8,   6.4, 106.4,  58.8
 991,1.250e-06,2.129e+00,   8.5,   6.0, 101.0,  57.2,1.210e-01,  15.9,   6.4, 106.4,  58.8
 992,1.250e-06,2.081e+00,   8.7,   6.1, 101.0,  57.2,1.209e-01,  15.7,   6.2, 106.4,  58.8
 993,1.250e-06,2.119e+00,   8.6,   6.0, 100.9,  57.2,1.207e-01,  15.6,   7.4, 106.4,  58.8
 994,1.250e-06,2.164e+00,   8.5,   6.0, 101.0,  57.2,1.208e-01,  15.5,   6.6, 106.4,  58.8
 995,1.250e-06,2.162e+00,   8.8,   6.2, 101.0,  57.2,1.207e-01,  15.6,   7.2, 106.4,  58.8
 996,1.250e-06,2.104e+00,   8.7,   6.0, 101.0,  57.2,1.208e-01,  15.7,   6.2, 106.4,  58.8
 997,1.250e-06,2.164e+00,   8.6,   6.0, 100.9,  57.2,1.207e-01,  15.6,   6.4, 106.4,  58.8
 998,1.250e-06,2.123e+00,   8.7,   6.0, 100.9,  57.2,1.206e-01,  15.6,   7.0, 106.4,  58.8
 999,1.250e-06,2.152e+00,   8.6,   6.0, 101.0,  57.3,1.207e-01,  15.6,   6.9, 106.4,  58.8
